rounded_missing_drop,candidate_subsets,shown_subset_count
169.4,193 192 197 137 335 224 213 338 131 275 243 359;097 192 324 137 335 224 213 338 131 275 243 359;097 192 197 137 335 224 338 131 275 138 243 359;097 193 324 137 335 224 338 131 275 138 243 359,4
169.41,097 193 192 197 324 137 224 213 338 131 275 138;192 197 324 137 335 224 213 338 275 138 243 359;097 192 137 335 224 213 338 131 275 138 243 359;193 192 197 324 137 335 224 213 338 138 243 101,4
169.42,097 197 324 137 335 224 213 338 131 275 243 359;192 197 324 137 335 224 213 131 275 138 243 359;193 197 324 137 224 213 338 131 275 138 243 359;193 197 324 335 224 213 338 131 275 138 243 101,4
169.43,097 193 192 197 324 335 224 213 338 275 138 243;097 193 192 197 324 137 335 224 213 275 138 359;193 192 197 324 137 335 224 338 131 275 243 359;097 192 324 137 335 224 338 131 275 138 243 359,4
169.44,097 193 192 197 324 335 224 213 131 275 138 243;097 193 192 197 324 137 335 213 338 275 138 359;193 192 324 137 335 224 213 338 131 275 243 359;193 192 197 137 335 224 338 131 275 138 243 359,4
169.45,097 193 192 197 324 137 335 224 213 338 131 275;097 193 192 197 324 335 213 338 131 275 138 243;097 193 192 197 324 137 335 213 131 275 138 359;192 197 324 137 224 213 338 131 275 138 243 359,4
169.46,097 193 192 197 137 335 224 213 338 131 275 138;097 193 192 197 324 137 224 213 338 275 138 359;193 197 324 137 335 224 213 338 131 275 243 359;097 197 324 137 335 224 338 131 275 138 243 359,4
169.47,097 193 192 197 324 224 213 338 131 275 138 243;097 193 192 197 324 137 224 213 131 275 138 359;193 192 324 137 335 224 338 131 275 138 243 359;193 197 137 335 224 213 338 131 275 138 243 359,4
169.48,097 193 192 197 324 137 213 338 131 275 138 359;097 193 192 197 324 335 213 338 131 275 138 101;192 197 324 137 224 213 338 131 275 138 359 101;193 192 137 335 224 213 338 131 275 138 359 101,4
169.49,097 193 192 197 324 137 335 224 338 131 275 138;193 197 324 137 335 224 213 338 131 275 359 101;097 197 324 137 335 224 338 131 275 138 359 101;097 193 197 324 137 335 224 213 131 243 359 101,4
169.5,097 193 192 324 137 335 224 213 338 131 275 138;097 193 192 197 324 137 335 224 213 338 275 359;192 197 324 137 335 224 213 338 131 275 243 359;097 193 192 197 324 335 224 213 275 138 243 359,4
169.51,097 193 192 197 137 335 224 213 338 275 138 359;097 193 192 197 324 335 213 338 275 138 243 359;193 324 137 335 224 213 338 131 275 138 243 359;193 192 197 137 335 224 213 338 131 138 243 101,4
169.52,097 193 197 324 137 335 224 213 338 131 275 138;097 193 192 197 324 335 224 213 338 131 275 243;097 193 192 197 324 137 335 224 213 131 275 359;097 193 192 197 324 137 335 213 338 131 275 359,4
169.53,097 193 192 197 335 224 213 338 131 275 138 243;097 193 192 197 137 335 213 338 131 275 138 359;097 193 192 197 324 224 213 131 275 138 243 359;192 197 324 137 335 224 338 131 275 138 243 359,4
169.54,097 193 192 197 324 137 224 213 338 131 275 359;097 193 192 197 324 137 335 224 338 275 138 359;097 193 192 197 324 213 338 131 275 138 243 359;192 324 137 335 224 213 338 131 275 138 243 359,4
169.55,097 193 192 197 324 335 224 338 131 275 138 243;097 193 192 324 137 335 224 213 338 275 138 359;097 193 192 197 324 137 335 224 131 275 138 359;097 193 192 197 137 224 213 338 131 275 138 359,4
169.56,097 192 197 324 137 335 224 213 338 131 275 138;097 193 192 324 335 224 213 338 131 275 138 243;097 193 192 324 137 335 224 213 131 275 138 359;097 193 192 197 324 137 335 338 131 275 138 359,4
169.57,097 193 197 324 137 335 224 213 338 275 138 359;097 193 192 324 137 335 213 338 131 275 138 359;097 193 192 197 324 335 224 213 338 275 243 359;193 197 324 137 335 224 213 338 131 138 243 101,4
169.58,097 193 192 197 324 137 335 224 213 338 138 243;097 193 197 324 137 335 224 213 131 275 138 359;097 193 192 197 324 137 224 338 131 275 138 359;097 193 192 197 324 335 224 213 131 275 243 359,4
169.59,193 192 197 324 137 335 224 213 338 131 275 138;097 193 192 197 324 137 335 224 213 131 138 243;097 193 197 324 335 224 213 338 131 275 138 243;097 193 197 324 137 335 213 338 131 275 138 359,4
169.6,097 193 192 197 324 137 335 213 338 131 138 243;097 193 192 197 137 335 224 213 338 131 275 359;097 193 192 197 335 213 338 131 275 138 243 359;192 197 324 137 335 224 213 338 131 138 243 101,4
169.61,097 192 197 324 137 335 224 213 338 275 138 359;097 193 197 324 137 224 213 338 131 275 138 359;097 193 192 197 324 224 213 338 131 275 243 359;097 193 192 197 324 335 224 338 275 138 243 359,4
169.62,097 193 192 197 324 137 224 213 338 131 138 243;097 192 197 324 335 224 213 338 131 275 138 243;097 193 192 197 324 137 335 224 338 131 275 359;097 192 197 324 137 335 224 213 131 275 138 359,4
169.63,097 193 192 324 137 335 224 213 338 131 275 359;097 193 192 197 137 335 224 338 131 275 138 359;097 192 197 324 137 335 213 338 131 275 138 359;097 193 192 324 335 224 213 131 275 138 243 359,4
169.64,097 192 197 324 137 224 213 338 131 275 138 359;097 193 192 137 335 224 213 338 131 275 138 359;097 193 192 197 324 137 335 224 213 138 243 359;097 193 197 324 335 224 213 338 275 138 243 359,4
169.65,193 192 197 324 137 335 224 213 338 275 138 359;097 193 192 197 324 137 335 213 338 138 243 359;097 193 197 324 335 224 213 131 275 138 243 359;097 193 192 324 224 213 338 131 275 138 243 359,4
169.66,097 193 192 197 324 137 335 224 213 338 131 243;193 192 197 324 335 224 213 338 131 275 138 243;097 193 197 324 137 335 224 213 338 131 275 359;193 192 197 324 137 335 224 213 131 275 138 359,4
169.67,097 193 192 197 137 335 224 213 338 131 138 243;097 193 192 324 137 335 224 338 131 275 138 359;193 192 197 324 137 335 213 338 131 275 138 359;097 193 197 137 335 224 213 338 131 275 138 359,4
169.68,193 192 197 324 137 224 213 338 131 275 138 359;097 193 192 197 324 137 224 213 131 138 243 359;097 192 197 324 335 224 213 131 275 138 243 359;097 193 197 324 224 213 338 131 275 138 243 359,4
169.69,097 192 197 324 137 335 224 213 338 131 275 359;097 193 197 324 137 335 224 338 131 275 138 359;097 193 192 197 324 335 224 338 131 275 243 359;097 193 192 197 324 137 213 338 131 138 243 359,4
169.7,097 193 192 197 324 137 335 224 338 131 138 243;097 192 197 137 335 224 213 338 131 275 138 359;097 193 324 137 335 224 213 338 131 275 138 359;097 193 192 324 335 224 213 338 131 275 243 359,4
169.71,097 193 192 324 137 335 224 213 338 131 138 243;193 192 197 324 335 224 213 338 275 138 243 359;097 192 197 324 224 213 338 131 275 138 243 359;097 193 192 335 224 213 338 131 275 138 243 359,4
169.72,097 193 192 197 324 137 335 224 213 338 243 359;097 193 197 324 335 224 213 338 131 275 243 359;097 193 192 197 137 335 224 213 338 138 243 359;193 192 197 324 335 224 213 131 275 138 243 359,4
169.73,097 193 197 324 137 335 224 213 338 131 138 243;193 192 197 324 137 335 224 213 338 131 275 359;097 192 197 324 137 335 224 338 131 275 138 359;097 193 192 197 324 137 335 224 213 131 243 359,4
169.74,193 192 197 137 335 224 213 338 131 275 138 359;097 192 324 137 335 224 213 338 131 275 138 359;097 193 192 197 324 137 335 213 338 131 243 359;097 193 192 197 137 335 224 213 131 138 243 359,4
169.75,097 193 192 197 324 137 224 213 338 131 243 359;097 193 192 197 324 137 335 224 338 138 243 359;193 192 197 324 224 213 338 131 275 138 243 359;097 193 192 197 324 137 335 224 213 338 359 101,4
169.76,097 197 324 137 335 224 213 338 131 275 138 359;097 192 197 324 335 224 213 338 131 275 243 359;097 193 192 324 137 335 224 213 338 138 243 359;097 193 192 197 324 137 335 224 131 138 243 359,4
169.77,097 192 197 324 137 335 224 213 338 131 138 243;193 192 197 324 137 335 224 338 131 275 138 359;193 192 324 137 335 224 213 338 131 275 138 359;097 193 192 324 137 335 224 213 131 138 243 359,4
169.78,097 193 192 324 137 335 213 338 131 138 243 359;097 193 192 197 324 137 224 213 338 131 359 101;097 193 192 197 324 137 335 224 338 138 359 101;193 192 197 324 224 213 338 131 275 138 359 101,4
169.79,097 193 197 324 137 335 224 213 338 138 243 359;097 193 192 197 324 137 224 338 131 138 243 359;097 192 197 324 335 224 338 131 275 138 243 359;097 192 197 324 335 224 213 338 131 275 359 101,4
169.8,193 197 324 137 335 224 213 338 131 275 138 359;193 192 197 324 335 224 213 338 131 275 243 359;097 193 197 324 137 335 224 213 131 138 243 359;097 193 192 324 137 224 213 338 131 138 243 359,4
169.81,193 192 197 324 137 335 224 213 338 131 138 243;097 193 192 197 137 335 224 213 338 131 243 359;097 193 197 324 137 335 213 338 131 138 243 359;097 193 192 324 335 224 213 338 131 138 243 101,4
169.82,097 192 197 324 137 335 224 213 338 138 243 359;097 193 197 324 137 224 213 338 131 138 243 359;097 193 197 324 137 335 224 213 338 138 359 101;097 193 192 197 324 137 224 338 131 138 359 101,4
169.83,192 197 324 137 335 224 213 338 131 275 138 359;097 192 197 324 137 335 224 213 131 138 243 359;193 192 197 324 335 224 338 131 275 138 243 359;097 197 324 335 224 213 338 131 275 138 243 359,4
169.84,097 193 192 197 324 137 335 224 338 131 243 359;097 193 192 197 137 335 224 338 131 138 243 359;097 192 197 324 137 335 213 338 131 138 243 359;193 192 324 335 224 213 338 131 275 138 243 359,4
169.85,097 193 192 324 137 335 224 213 338 131 243 359;097 193 192 137 335 224 213 338 131 138 243 359;097 192 197 324 137 335 224 213 338 138 359 101;097 193 197 324 137 224 213 338 131 138 359 101,4
169.86,097 193 192 197 324 335 224 213 338 131 275 138;193 192 197 324 137 335 224 213 338 138 243 359;097 192 197 324 137 224 213 338 131 138 243 359;097 192 197 324 335 224 213 338 131 138 243 101,4
169.87,097 193 197 324 137 335 224 213 338 131 243 359;193 192 197 324 137 335 224 213 131 138 243 359;193 197 324 335 224 213 338 131 275 138 243 359;097 193 192 197 324 137 335 224 338 131 359 101,4
169.88,097 193 192 324 137 335 224 338 131 138 243 359;193 192 197 324 137 335 213 338 131 138 243 359;097 193 197 137 335 224 213 338 131 138 243 359;097 193 192 324 137 335 224 213 338 131 359 101,4
169.89,193 192 197 324 137 224 213 338 131 138 243 359;193 192 197 324 137 335 224 213 338 138 359 101;097 192 197 324 137 224 213 338 131 138 359 101;097 193 197 324 335 224 213 131 138 243 359 101,4
169.9,097 192 197 324 137 335 224 213 338 131 243 359;192 197 324 335 224 213 338 131 275 138 243 359;193 192 197 324 335 224 213 338 131 138 243 101;097 193 197 324 137 335 224 213 338 131 359 101,4
169.91,097 193 192 197 324 335 224 213 338 275 138 359;097 193 197 324 137 335 224 338 131 138 243 359;097 192 197 137 335 224 213 338 131 138 243 359;097 193 192 324 137 335 224 338 131 138 359 101,4
169.92,097 193 192 197 324 335 224 213 131 275 138 359;097 193 324 137 335 224 213 338 131 138 243 359;193 192 197 324 137 224 213 338 131 138 359 101;097 192 197 324 335 224 213 131 138 243 359 101,4
169.93,097 193 192 197 324 335 213 338 131 275 138 359;097 192 197 324 137 335 224 213 338 131 359 101;192 197 324 335 224 213 338 131 275 138 359 101;097 193 192 197 324 335 224 338 131 243 359 101,4
169.94,097 193 192 197 324 224 213 338 131 275 138 359;193 192 197 324 137 335 224 213 338 131 243 359;097 192 197 324 137 335 224 338 131 138 243 359;097 193 197 324 137 335 224 338 131 138 359 101,4
169.95,193 192 197 137 335 224 213 338 131 138 243 359;097 192 324 137 335 224 213 338 131 138 243 359;097 193 324 137 335 224 213 338 131 138 359 101;193 192 197 324 335 224 213 338 138 243 359 101,4
169.97,097 197 324 137 335 224 213 338 131 138 243 359;193 192 197 324 137 335 224 213 338 131 359 101;097 192 197 324 137 335 224 338 131 138 359 101;097 193 197 324 335 224 213 338 131 243 359 101,4
169.98,193 192 197 324 137 335 224 338 131 138 243 359;193 192 197 137 335 224 213 338 131 138 359 101;097 192 324 137 335 224 213 338 131 138 359 101;097 193 192 324 335 224 338 131 138 243 359 101,4
169.99,097 193 192 197 324 335 224 213 338 131 275 359;193 192 324 137 335 224 213 338 131 138 243 359;193 192 197 324 224 213 338 131 138 243 359 101,3
170.0,097 193 192 197 324 137 335 224 213 338 131 138;097 193 192 197 335 224 213 338 131 275 138 359;097 197 324 137 335 224 213 338 131 138 359 101;097 192 197 324 335 224 213 338 131 243 359 101,4
170.01,193 197 324 137 335 224 213 338 131 138 243 359;193 192 197 324 137 335 224 338 131 138 359 101;097 192 197 335 224 213 338 131 138 243 359 101;097 193 324 335 224 213 338 131 138 243 359 101,4
170.03,097 193 192 197 324 335 224 338 131 275 138 359;097 192 197 324 335 224 338 131 138 243 359 101,2
170.04,097 193 192 324 335 224 213 338 131 275 138 359;192 197 324 137 335 224 213 338 131 138 243 359;193 197 324 137 335 224 213 338 131 138 359 101;193 192 197 324 335 224 213 338 131 243 359 101,4
170.05,097 193 192 197 324 137 335 224 213 338 138 359;193 192 197 335 224 213 338 131 138 243 359 101,2
170.06,097 193 192 197 324 137 335 224 213 131 138 359;097 193 197 324 335 224 213 338 131 275 138 359,2
170.07,097 193 192 197 324 335 224 213 338 131 138 243;097 193 192 197 324 137 335 213 338 131 138 359;192 197 324 137 335 224 213 338 131 138 359 101;193 192 197 324 335 224 338 131 138 243 359 101,4
170.09,097 193 192 197 324 137 224 213 338 131 138 359;097 192 197 324 335 224 213 338 131 275 138 359,2
170.13,193 192 197 324 335 224 213 338 131 275 138 359;097 193 192 197 324 335 224 213 131 138 243 359,2
170.14,097 193 192 197 324 137 335 224 213 338 131 359;097 193 192 197 324 335 213 338 131 138 243 359;192 197 324 335 224 213 338 131 138 243 359 101,3
170.15,097 193 192 197 137 335 224 213 338 131 138 359;097 193 192 197 324 335 224 213 338 138 359 101,2
170.16,097 193 192 197 324 224 213 338 131 138 243 359;097 193 192 197 324 335 224 213 131 138 359 101,2
170.17,097 193 192 197 324 137 335 224 338 131 138 359;097 193 192 197 324 335 213 338 131 138 359 101,2
170.21,097 193 197 324 137 335 224 213 338 131 138 359;097 193 192 197 335 224 213 338 131 138 243 359,2
170.24,097 192 197 324 137 335 224 213 338 131 138 359;097 193 192 197 324 335 224 338 131 138 243 359;097 193 192 197 335 224 213 338 131 138 359 101,3
170.27,097 193 197 324 335 224 213 338 131 138 243 359;097 193 192 197 324 335 224 338 131 138 359 101,2
170.28,193 192 197 324 137 335 224 213 338 131 138 359;097 193 192 324 335 224 213 338 131 138 359 101,2
170.3,097 192 197 324 335 224 213 338 131 138 243 359;097 193 197 324 335 224 213 338 131 138 359 101,2
182.94,097 193 192 197 324 137 335 224 213 338 275 243 101;097 193 192 197 137 335 224 213 338 275 138 243 101,2
182.95,097 193 192 197 324 137 335 224 213 131 275 243 101;097 193 192 197 324 137 224 213 275 138 243 359 101,2
182.96,097 193 192 197 324 137 335 213 338 131 275 243 101;097 193 192 197 137 335 224 213 131 275 138 243 101;097 193 192 197 324 137 213 338 275 138 243 359 101,3
182.97,097 193 192 197 324 137 224 213 338 131 275 243 101;097 193 192 197 324 137 335 224 338 275 138 243 101;097 193 192 197 137 335 213 338 131 275 138 243 101;097 193 192 197 324 137 213 131 275 138 243 359 101,4
182.98,097 193 192 324 137 335 224 213 338 275 138 243 101;097 193 192 197 324 137 335 224 131 275 138 243 101;097 193 192 197 137 224 213 338 131 275 138 243 101,3
182.99,097 193 192 324 137 335 224 213 131 275 138 243 101;097 193 192 197 324 137 335 338 131 275 138 243 101,2
183.0,097 193 192 324 137 335 213 338 131 275 138 243 101;097 193 192 197 324 137 335 224 213 275 243 359 101,2
183.01,097 193 197 324 137 335 224 213 338 275 138 243 101;097 193 192 197 324 137 224 338 131 275 138 243 101;097 193 192 197 324 137 335 213 338 275 243 359 101;097 193 192 197 137 335 224 213 275 138 243 359 101,4
183.02,097 193 197 324 137 335 224 213 131 275 138 243 101;097 193 192 324 137 224 213 338 131 275 138 243 101;097 193 192 197 324 137 335 213 131 275 243 359 101;097 193 192 197 137 335 213 338 275 138 243 359 101,4
183.03,097 193 192 197 137 335 224 213 338 131 275 243 101;097 193 197 324 137 335 213 338 131 275 138 243 101;097 193 192 197 324 137 224 213 338 275 243 359 101;097 193 192 197 324 137 335 224 275 138 243 359 101,4
183.04,097 192 197 324 137 335 224 213 338 275 138 243 101;097 193 197 324 137 224 213 338 131 275 138 243 101;097 193 192 197 324 137 224 213 131 275 243 359 101;097 193 192 324 137 335 224 213 275 138 243 359 101,4
183.05,097 192 197 324 137 335 224 213 131 275 138 243 101;097 193 192 197 324 137 213 338 131 275 243 359 101;097 193 192 324 137 335 213 338 275 138 243 359 101;097 193 192 197 324 137 335 131 275 138 243 359 101,4
183.06,097 193 192 197 324 137 335 224 338 131 275 243 101;097 193 192 197 137 335 224 338 131 275 138 243 101;097 192 197 324 137 335 213 338 131 275 138 243 101;097 193 192 197 324 137 224 338 275 138 243 359 101,4
183.07,097 193 192 324 137 335 224 213 338 131 275 243 101;097 193 192 137 335 224 213 338 131 275 138 243 101;097 193 197 324 137 335 224 213 275 138 243 359 101;097 193 192 324 137 224 213 338 275 138 243 359 101,4
183.08,193 192 197 324 137 335 224 213 338 275 138 243 101;097 192 197 324 137 224 213 338 131 275 138 243 101;097 193 192 197 137 335 224 213 338 275 243 359 101;097 193 197 324 137 335 213 338 275 138 243 359 101,4
183.09,097 193 197 324 137 335 224 213 338 131 275 243 101;193 192 197 324 137 335 224 213 131 275 138 243 101;097 193 192 197 137 335 224 213 131 275 243 359 101;097 193 197 324 137 335 213 131 275 138 243 359 101,4
183.1,097 193 192 324 137 335 224 338 131 275 138 243 101;193 192 197 324 137 335 213 338 131 275 138 243 101;097 193 197 137 335 224 213 338 131 275 138 243 101;097 193 192 197 137 335 213 338 131 275 243 359 101,4
183.11,097 193 192 197 324 137 335 224 338 275 243 359 101;097 192 197 324 137 335 213 338 275 138 243 359 101;097 193 197 324 137 224 213 131 275 138 243 359 101,3
183.12,097 192 197 324 137 335 224 213 338 131 275 243 101;193 192 197 324 137 224 213 338 131 275 138 243 101;097 193 192 324 137 335 224 213 338 275 243 359 101;097 193 192 197 324 137 335 224 131 275 243 359 101,4
