rank,task_id,family,priority,current_cost,current_points,target_cost,gain_to_target,rule_target,lowering_target,reject_lowering,first_action,acceptance,submission_policy
378,140,sparse_edit_or_object_completion,P1,368,19.09191706183107,250,0.38662202030668524,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
379,186,sparse_edit_or_object_completion,P1,364,19.10284613236326,250,0.37569294977449275,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
380,135,crop_resize,P1,360,19.113895968549844,250,0.3646431135879098,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
381,67,crop_resize,P1,315,19.247427361174367,250,0.23111172096338706,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
382,56,crop_resize,P1,213,19.638707834290575,250,0.0,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
383,261,sparse_edit_or_object_completion,P1,200,19.701682633451963,250,0.0,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
384,103,crop_resize,P1,193,19.737309811095116,250,0.0,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
385,258,sparse_edit_or_object_completion,P1,160,19.924826184766175,250,0.0,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
386,326,crop_resize,P1,160,19.924826184766175,250,0.0,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
387,53,sparse_edit_or_object_completion,P1,30,21.598802618337846,250,0.0,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
388,113,region_partition_fill,P1,30,21.598802618337846,250,0.0,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
389,116,crop_resize,P1,30,21.598802618337846,250,0.0,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
390,164,crop_resize,P1,30,21.598802618337846,250,0.0,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
391,172,crop_resize,P1,30,21.598802618337846,250,0.0,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
392,210,crop_resize,P1,30,21.598802618337846,250,0.0,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
393,311,crop_resize,P1,30,21.598802618337846,250,0.0,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
